sentence	label
it uses some of the figures from the real-life story to portray themselves in the film . 	1
fails so fundamentally on every conventional level 	0
utter loss 	0
, it irrigates our souls . 	1
wry and engrossing 	1
of control on a long patch of black ice 	0
imaginatively mixed 	1
becomes a soulful , incisive meditation on the way we were , and the way we are 	1
derivative and hammily acted . 	0
suffering 	0
generic scripts that seek to remake sleepless in seattle again and again 	0
the movie 's seams may show 	0
successfully blended satire 	1
of intergalactic friendship 	1
humor and heart 	1
all-too-familiar 	0
one well-timed explosion in a movie can be a knockout 	1
weirdly , broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car . 	0
, though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized . 	1
eloquent film 	1
an uncomfortable experience , 	0
capability to soothe and break your heart with a single stroke 	1
underdeveloped effort 	0
of watching intelligent people making a movie 	1
alternately fascinating and frustrating documentary 	1
been picked not for their acting chops , but for their looks 	0
played and smartly directed 	1
offers an interesting look at the rapidly changing face of beijing . 	1
shines on all the characters , 	1
brimming 	1
dry and 	0
is a slapdash mess 	0
's what makes it worth a recommendation 	1
total misfire 	0
it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain 	0
comfortable 	1
is uncompromising , difficult and unbearably beautiful . 	1
a remake by the numbers 	0
better characters , some genuine quirkiness and 	1
wo n't have you swinging from the trees hooting it 's praises 	0
frantic than involving , 	0
not-very-funny comedy 	0
needed a little less bling-bling and a lot more romance . 	0
, open-hearted film 	1
as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired . 	0
we have a bad , bad , bad movie 	0
meandering and pointless french coming-of-age import 	0
other , better movies 	0
by the incredibly flexible cast 	1
makes its message resonate 	1
alienating most viewers 	0
does n't really know or care about the characters , and uses them as markers for a series of preordained events . 	0
a great american adventure 	1
no , i do n't know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money . 	0
adventure movie 	1
charismatic 	1
ryan gosling ( murder by numbers ) delivers a magnetic performance . 	1
soul-stirring 	1
a fireworks 	1
that you enjoy more because you 're one of the lucky few who sought it out 	1
finds his inspiration 	1
new best friend does not have , beginning with the minor omission of a screenplay 	0
the plot has a number of holes , and 	0
just too bratty for sympathy 	0
, the film is deadly dull 	0
predictably efficient 	1
why it works as well as it does 	1
schticky chris rock and stolid anthony hopkins , who seem barely in the same movie 	0
you do n't care who fires the winning shot 	0
shame that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable . 	0
goofy , life-affirming moments 	1
, worse yet , nonexistent -- 	0
curiosity factors 	1
hatred 	0
i have always appreciated a smartly written motion picture , 	1
watchable up 	1
sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy . 	0
like a grinning jack o ' lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded . 	0
moonlight mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy 	1
make them laugh 	1
is a clever and cutting , quick and dirty look at modern living and movie life 	1
and a terrible story 	0
your indifference 	0
the film , despite the gratuitous cinematic distractions impressed upon it , is still good fun . 	1
a sour little movie 	0
as sand , who brings to the role her pale , dark beauty and characteristic warmth 	1
the power of shanghai ghetto , a documentary by dana janklowicz-mann and amir mann , 	1
... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels . 	1
one of ( witherspoon 's ) better films 	1
protagonists 	1
's face is ) an amazing slapstick instrument , 	1
high 	1
this overlong infomercial , due out on video before month 's end 	0
liked the movie 	1
otherworldly 	1
the dramatic scenes are frequently unintentionally funny , and 	0
a natural sense for what works 	1
some of the back-story is a little tired 	0
that it 's offensive , 	0
both people 's capacity 	1
you do n't need to be a hip-hop fan to appreciate scratch , and that 's the mark of a documentary that works 	1
also rocks 	1
lean and tough enough to fit in any modern action movie 	1
deserves a chance to shine 	1
the movies you 'd want to watch if you only had a week to live 	1
never succeed in really rattling the viewer 	0
appreciates 	1
inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening 	1
so much leniency 	0
there are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys 	1
off more than he or anyone else could chew 	0
hefty helping 	1
grows as dull as its characters , about whose fate it is hard to care 	0
want to smash its face in 	0
gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences 	1
the love 	1
to be genuinely satisfying 	1
remarkably accessible and haunting 	1
cinematic intoxication 	1
its indulgent two-hour-and-fifteen-minute length 	0
the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but 	1
pompous and 	0
balanced by a rich visual clarity and deeply 	1
is a film -- full of life and small delights -- that has all the wiggling energy of young kitten . 	1
that manages to find greatness in the hue of its drastic iconography 	1
a mischievous visual style 	1
reinvigorated 	1
mind and spirit 	1
-- on the way to striking a blow for artistic integrity -- 	1
the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- 	1
a beautiful , timeless and universal tale 	1
hélène angel is definitely a director to watch . 	1
furiously 	0
from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago 	0
joke 	0
had more fun watching spy than i had with most of the big summer movies 	1
, it 's a real shame that so much of the movie -- again , as in the animal -- is a slapdash mess . 	0
